player_id,name,name_normalized,birth_date,nationality,position,foot,height_cm,weight_kg,source,source_id
sb_3500,Granit Xhaka,granit xhaka,,Switzerland,,,,,statsbomb,3500
sb_3533,Xherdan Shaqiri,xherdan shaqiri,,Switzerland,,,,,statsbomb,3533
sb_3913,Edimilson Fernandes,edimilson fernandes,,Switzerland,,,,,statsbomb,3913
sb_5537,Fabian Lukas Schär,fabian lukas schar,,Switzerland,,,,,statsbomb,5537
sb_5538,Denis Lemi Zakaria Lako Lado,denis lemi zakaria lako lado,,Switzerland,,,,,statsbomb,5538
sb_5543,Haris Seferović,haris seferovic,,Switzerland,,,,,statsbomb,5543
sb_5544,Ricardo Iván Rodríguez Araya,ricardo ivan rodriguez araya,,Switzerland,,,,,statsbomb,5544
sb_5545,Breel-Donald Embolo,breel-donald embolo,,Switzerland,,,,,statsbomb,5545
sb_5549,Manuel Obafemi Akanji,manuel obafemi akanji,,Switzerland,,,,,statsbomb,5549
sb_6983,Remo Freuler,remo freuler,,Switzerland,,,,,statsbomb,6983
sb_7796,Silvan Widmer,silvan widmer,,Switzerland,,,,,statsbomb,7796
sb_8561,Fabian Frei,fabian frei,,Switzerland,,,,,statsbomb,8561
sb_12326,Renato Steffen,renato steffen,,Switzerland,,,,,statsbomb,12326
sb_16016,Michel Aebischer,michel aebischer,,Switzerland,,,,,statsbomb,16016
sb_16022,Christian Fassnacht,christian fassnacht,,Switzerland,,,,,statsbomb,16022
sb_16026,Djibril Sow,djibril sow,,Switzerland,,,,,statsbomb,16026
sb_17974,Gregor Kobel,gregor kobel,,Switzerland,,,,,statsbomb,17974
sb_29003,Jonas Omlin,jonas omlin,,Switzerland,,,,,statsbomb,29003
sb_29006,Noah Okafor,noah okafor,,Switzerland,,,,,statsbomb,29006
sb_29012,Eray Ervin Cömert,eray ervin comert,,Switzerland,,,,,statsbomb,29012
sb_30401,Ruben Vargas,ruben vargas,,Switzerland,,,,,statsbomb,30401
sb_41655,Ardon Jashari,ardon jashari,,Switzerland,,,,,statsbomb,41655
sb_50436,Fabian Rieder,fabian rieder,,Switzerland,,,,,statsbomb,50436
sb_3512,Marko Grujić,marko grujic,,Serbia,,,,,statsbomb,3512
sb_3831,Dušan Tadić,dusan tadic,,Serbia,,,,,statsbomb,3831
sb_4269,Aleksandar Mitrović,aleksandar mitrovic,,Serbia,,,,,statsbomb,4269
sb_5589,Sergej Milinković-Savić,sergej milinkovic-savic,,Serbia,,,,,statsbomb,5589
sb_5591,Filip Kostić,filip kostic,,Serbia,,,,,statsbomb,5591
sb_5603,Nikola Milenković,nikola milenkovic,,Serbia,,,,,statsbomb,5603
sb_5833,Nemanja Radonjić,nemanja radonjic,,Serbia,,,,,statsbomb,5833
sb_6318,Andrija Živković,andrija zivkovic,,Serbia,,,,,statsbomb,6318
sb_6319,Luka Jović,luka jovic,,Serbia,,,,,statsbomb,6319
sb_6321,Milos Veljkovic,milos veljkovic,,Serbia,,,,,statsbomb,6321
sb_6687,Saša Lukić,sasa lukic,,Serbia,,,,,statsbomb,6687
sb_6698,Marko Dmitrović,marko dmitrovic,,Serbia,,,,,statsbomb,6698
sb_6901,Nemanja Maksimović,nemanja maksimovic,,Serbia,,,,,statsbomb,6901
sb_7117,Filip Đuričić,filip duricic,,Serbia,,,,,statsbomb,7117
sb_7145,Darko Lazović,darko lazovic,,Serbia,,,,,statsbomb,7145
sb_7993,Filip Mladenović,filip mladenovic,,Serbia,,,,,statsbomb,7993
sb_10477,Stefan Mitrović,stefan mitrovic,,Serbia,,,,,statsbomb,10477
sb_15731,Predrag Rajković,predrag rajkovic,,Serbia,,,,,statsbomb,15731
sb_16489,Nemanja Gudelj,nemanja gudelj,,Serbia,,,,,statsbomb,16489
sb_18015,Dušan Vlahović,dusan vlahovic,,Serbia,,,,,statsbomb,18015
sb_18737,Srđan Babić,srdan babic,,Serbia,,,,,statsbomb,18737
sb_20600,Vanja Milinković Savić,vanja milinkovic savic,,Serbia,,,,,statsbomb,20600
sb_24267,Uroš Račić,uros racic,,Serbia,,,,,statsbomb,24267
sb_27719,Strahinja Pavlović,strahinja pavlovic,,Serbia,,,,,statsbomb,27719
sb_30179,Ivan Ilić,ivan ilic,,Serbia,,,,,statsbomb,30179
sb_43666,Strahinja Eraković,strahinja erakovic,,Serbia,,,,,statsbomb,43666
sb_2995,Ángel Fabián Di María Hernández,angel fabian di maria hernandez,,Argentina,,,,,statsbomb,2995
sb_3090,Nicolás Hernán Otamendi,nicolas hernan otamendi,,Argentina,,,,,statsbomb,3090
sb_5503,Lionel Andrés Messi Cuccittini,lionel andres messi cuccittini,,Argentina,,,,,statsbomb,5503
sb_5507,Nicolás Alejandro Tagliafico,nicolas alejandro tagliafico,,Argentina,,,,,statsbomb,5507
sb_5743,Paulo Bruno Exequiel Dybala,paulo bruno exequiel dybala,,Argentina,,,,,statsbomb,5743
sb_6312,Franco Armani,franco armani,,Argentina,,,,,statsbomb,6312
sb_6377,Ángel Martín Correa,angel martin correa,,Argentina,,,,,statsbomb,6377
sb_6694,Gerónimo Rulli,geronimo rulli,,Argentina,,,,,statsbomb,6694
sb_6909,Damián Emiliano Martínez,damian emiliano martinez,,Argentina,,,,,statsbomb,6909
sb_7006,Alejandro Darío Gómez,alejandro dario gomez,,Argentina,,,,,statsbomb,7006
sb_7161,Germán Alejandro Pezzella,german alejandro pezzella,,Argentina,,,,,statsbomb,7161
sb_7797,Rodrigo Javier De Paul,rodrigo javier de paul,,Argentina,,,,,statsbomb,7797
sb_11456,Lautaro Javier Martínez,lautaro javier martinez,,Argentina,,,,,statsbomb,11456
sb_16308,Leandro Daniel Paredes,leandro daniel paredes,,Argentina,,,,,statsbomb,16308
sb_19597,Marcos Javier Acuña,marcos javier acuna,,Argentina,,,,,statsbomb,19597
sb_20572,Cristian Gabriel Romero,cristian gabriel romero,,Argentina,,,,,statsbomb,20572
sb_21081,Juan Marcos Foyth,juan marcos foyth,,Argentina,,,,,statsbomb,21081
sb_26404,Guido Rodríguez,guido rodriguez,,Argentina,,,,,statsbomb,26404
sb_27768,Lisandro Martínez,lisandro martinez,,Argentina,,,,,statsbomb,27768
sb_27886,Alexis Mac Allister,alexis mac allister,,Argentina,,,,,statsbomb,27886
sb_28263,Gonzalo Ariel Montiel,gonzalo ariel montiel,,Argentina,,,,,statsbomb,28263
sb_28268,Exequiel Alejandro Palacios,exequiel alejandro palacios,,Argentina,,,,,statsbomb,28268
sb_28637,Thiago Ezequiel Almada,thiago ezequiel almada,,Argentina,,,,,statsbomb,28637
sb_29201,Nahuel Molina Lucero,nahuel molina lucero,,Argentina,,,,,statsbomb,29201
sb_29560,Julián Álvarez,julian alvarez,,Argentina,,,,,statsbomb,29560
sb_38718,Enzo Fernandez,enzo fernandez,,Argentina,,,,,statsbomb,38718
sb_3240,Mathew Ryan,mathew ryan,,Australia,,,,,statsbomb,3240
sb_3281,Aaron Mooy,aaron mooy,,Australia,,,,,statsbomb,3281
sb_5479,Aziz Eraltay Behich,aziz eraltay behich,,Australia,,,,,statsbomb,5479
sb_5481,Mathew Leckie,mathew leckie,,Australia,,,,,statsbomb,5481
sb_5490,Jackson Irvine,jackson irvine,,Australia,,,,,statsbomb,5490
sb_8346,Craig Goodwin,craig goodwin,,Australia,,,,,statsbomb,8346
sb_8859,Ajdin Hrustic,ajdin hrustic,,Australia,,,,,statsbomb,8859
sb_9430,Jason Cummings,jason cummings,,Australia,,,,,statsbomb,9430
sb_9980,Jamie MacLaren,jamie maclaren,,Australia,,,,,statsbomb,9980
sb_15957,Miloš Degenek,milos degenek,,Australia,,,,,statsbomb,15957
sb_16549,Danny Vuković,danny vukovic,,Australia,,,,,statsbomb,16549
sb_22293,Harry Souttar,harry souttar,,Australia,,,,,statsbomb,22293
sb_22371,Bailey Wright,bailey wright,,Australia,,,,,statsbomb,22371
sb_24475,Awer Mabil,awer mabil,,Australia,,,,,statsbomb,24475
sb_28370,Fran Karačić,fran karacic,,Australia,,,,,statsbomb,28370
sb_33446,Thomas Deng,thomas deng,,Australia,,,,,statsbomb,33446
sb_33465,Joel King,joel king,,Australia,,,,,statsbomb,33465
sb_33477,Riley McGree,riley mcgree,,Australia,,,,,statsbomb,33477
sb_33488,Keanu Baccus,keanu baccus,,Australia,,,,,statsbomb,33488
sb_33492,Mitchell Thomas Duke,mitchell thomas duke,,Australia,,,,,statsbomb,33492
sb_33495,Kye Rowles,kye rowles,,Australia,,,,,statsbomb,33495
sb_33502,Cameron Peter Devlin,cameron peter devlin,,Australia,,,,,statsbomb,33502
sb_33564,Andrew Redmayne,andrew redmayne,,Australia,,,,,statsbomb,33564
sb_33572,Nathaniel Atkinson,nathaniel atkinson,,Australia,,,,,statsbomb,33572
sb_36158,Marco Tilio,marco tilio,,Australia,,,,,statsbomb,36158
sb_227697,Garang Kuol,garang kuol,,Australia,,,,,statsbomb,227697
sb_3043,Christian Dannemann Eriksen,christian dannemann eriksen,,Denmark,,,,,statsbomb,3043
sb_3570,Pierre-Emile Højbjerg,pierre-emile hojbjerg,,Denmark,,,,,statsbomb,3570
sb_3815,Kasper Schmeichel,kasper schmeichel,,Denmark,,,,,statsbomb,3815
sb_3959,Andreas Christensen,andreas christensen,,Denmark,,,,,statsbomb,3959
sb_4447,Martin Braithwaite Christensen,martin braithwaite christensen,,Denmark,,,,,statsbomb,4447
sb_5524,Jens Stryger Larsen,jens stryger larsen,,Denmark,,,,,statsbomb,5524
sb_5534,Simon Thorup Kjær,simon thorup kjaer,,Denmark,,,,,statsbomb,5534
sb_5536,Yussuf Yurary Poulsen,yussuf yurary poulsen,,Denmark,,,,,statsbomb,5536
sb_5732,Andreas Evald Cornelius,andreas evald cornelius,,Denmark,,,,,statsbomb,5732
sb_6302,Kasper Dolberg,kasper dolberg,,Denmark,,,,,statsbomb,6302
sb_6797,Daniel Wass,daniel wass,,Denmark,,,,,statsbomb,6797
sb_7097,Christian Nørgaard,christian norgaard,,Denmark,,,,,statsbomb,7097
sb_8247,Joachim Andersen,joachim andersen,,Denmark,,,,,statsbomb,8247
sb_12420,Frederik Rønnow,frederik ronnow,,Denmark,,,,,statsbomb,12420
sb_16190,Rasmus Nissen Kristensen,rasmus nissen kristensen,,Denmark,,,,,statsbomb,16190
sb_16294,Robert Skov,robert skov,,Denmark,,,,,statsbomb,16294
sb_16554,Joakim Mæhle,joakim maehle,,Denmark,,,,,statsbomb,16554
sb_17042,Andreas Skov Olsen,andreas skov olsen,,Denmark,,,,,statsbomb,17042
sb_17043,Victor Nelsson,victor nelsson,,Denmark,,,,,statsbomb,17043
sb_18722,Mathias Jensen,mathias jensen,,Denmark,,,,,statsbomb,18722
sb_21261,Jonas Older Wind,jonas older wind,,Denmark,,,,,statsbomb,21261
sb_24443,Mikkel Damsgaard,mikkel damsgaard,,Denmark,,,,,statsbomb,24443
sb_24547,Alexander Hartmann Bah,alexander hartmann bah,,Denmark,,,,,statsbomb,24547
sb_27038,Oliver Christensen,oliver christensen,,Denmark,,,,,statsbomb,27038
sb_27569,Jesper Lindstrøm,jesper lindstrom,,Denmark,,,,,statsbomb,27569
sb_3063,Danilo Luiz da Silva,danilo luiz da silva,,Brazil,,,,,statsbomb,3063
sb_3067,Ederson Santana de Moraes,ederson santana de moraes,,Brazil,,,,,statsbomb,3067
sb_3202,Gabriel Fernando de Jesus,gabriel fernando de jesus,,Brazil,,,,,statsbomb,3202
sb_3247,Fábio Henrique Tavares,fabio henrique tavares,,Brazil,,,,,statsbomb,3247
sb_3280,Richarlison de Andrade,richarlison de andrade,,Brazil,,,,,statsbomb,3280
sb_3295,Thiago Emiliano da Silva,thiago emiliano da silva,,Brazil,,,,,statsbomb,3295
sb_4320,Neymar da Silva Santos Junior,neymar da silva santos junior,,Brazil,,,,,statsbomb,4320
sb_4324,Daniel Alves da Silva,daniel alves da silva,,Brazil,,,,,statsbomb,4324
sb_4372,Marcos Aoás Corrêa,marcos aoas correa,,Brazil,,,,,statsbomb,4372
sb_5539,Carlos Henrique Casimiro,carlos henrique casimiro,,Brazil,,,,,statsbomb,5539
sb_5547,Alisson Ramsés Becker,alisson ramses becker,,Brazil,,,,,statsbomb,5547
sb_6945,Alex Sandro Lobo Silva,alex sandro lobo silva,,Brazil,,,,,statsbomb,6945
sb_9904,Frederico Rodrigues Santos,frederico rodrigues santos,,Brazil,,,,,statsbomb,9904
sb_10595,Raphael Dias Belloli,raphael dias belloli,,Brazil,,,,,statsbomb,10595
sb_11183,Alex Nicolao Telles,alex nicolao telles,,Brazil,,,,,statsbomb,11183
sb_11493,Gleison Bremer Silva Nascimento,gleison bremer silva nascimento,,Brazil,,,,,statsbomb,11493
sb_13620,Éder Gabriel Militão,eder gabriel militao,,Brazil,,,,,statsbomb,13620
sb_18395,Vinícius José Paixão de Oliveira Júnior,vinicius jose paixao de oliveira junior,,Brazil,,,,,statsbomb,18395
sb_22600,Lucas Tolentino Coelho de Lima,lucas tolentino coelho de lima,,Brazil,,,,,statsbomb,22600
sb_25101,Weverton Pereira da Silva,weverton pereira da silva,,Brazil,,,,,statsbomb,25101
sb_25104,Rodrygo Silva de Goes,rodrygo silva de goes,,Brazil,,,,,statsbomb,25104
sb_25142,Bruno Guimarães Rodriguez Moura,bruno guimaraes rodriguez moura,,Brazil,,,,,statsbomb,25142
sb_25154,Éverton Augusto de Barros Ribeiro,everton augusto de barros ribeiro,,Brazil,,,,,statsbomb,25154
sb_25305,Pedro Guilherme Abreu dos Santos,pedro guilherme abreu dos santos,,Brazil,,,,,statsbomb,25305
sb_25363,Antony Matheus dos Santos,antony matheus dos santos,,Brazil,,,,,statsbomb,25363
sb_29976,Gabriel Teodoro Martinelli Silva,gabriel teodoro martinelli silva,,Brazil,,,,,statsbomb,29976
sb_3196,Wahbi Khazri,wahbi khazri,,Tunisia,,,,,statsbomb,3196
sb_3557,Naïm Sliti,naim sliti,,Tunisia,,,,,statsbomb,3557
sb_3767,Ellyes Joris Skhiri,ellyes joris skhiri,,Tunisia,,,,,statsbomb,3767
sb_5647,Ali Maâloul,ali maaloul,,Tunisia,,,,,statsbomb,5647
sb_5650,Ferjani Sassi,ferjani sassi,,Tunisia,,,,,statsbomb,5650
sb_5651,Yassine Meriah,yassine meriah,,Tunisia,,,,,statsbomb,5651
sb_5653,Mouez Hassen,mouez hassen,,Tunisia,,,,,statsbomb,5653
sb_5655,Dylan Daniel Mahmoud Bronn,dylan daniel mahmoud bronn,,Tunisia,,,,,statsbomb,5655
sb_6342,Aymen Mathlouthi,aymen mathlouthi,,Tunisia,,,,,statsbomb,6342
sb_6347,Ghilane Chalali,ghilane chalali,,Tunisia,,,,,statsbomb,6347
sb_9236,Mohamed Dräger,mohamed drager,,Tunisia,,,,,statsbomb,9236
sb_16352,Issam Jebali,issam jebali,,Tunisia,,,,,statsbomb,16352
sb_23910,Youssef Msakni,youssef msakni,,Tunisia,,,,,statsbomb,23910
sb_25582,Nader Ghandri,nader ghandri,,Tunisia,,,,,statsbomb,25582
sb_30681,Ali Abdi,ali abdi,,Tunisia,,,,,statsbomb,30681
sb_32450,Montassar Omar Talbi,montassar omar talbi,,Tunisia,,,,,statsbomb,32450
sb_35592,Anis Ben Slimane,anis ben slimane,,Tunisia,,,,,statsbomb,35592
sb_44955,Aïssa Bilal Laïdouni,aissa bilal laidouni,,Tunisia,,,,,statsbomb,44955
sb_50988,Hannibal Mejbri,hannibal mejbri,,Tunisia,,,,,statsbomb,50988
sb_68749,Seifeddine Jaziri,seifeddine jaziri,,Tunisia,,,,,statsbomb,68749
sb_102816,Mohamed Ali Ben Romdhane,mohamed ali ben romdhane,,Tunisia,,,,,statsbomb,102816
sb_105943,Aymen Dahmen,aymen dahmen,,Tunisia,,,,,statsbomb,105943
sb_105944,Wajdi Kechrida,wajdi kechrida,,Tunisia,,,,,statsbomb,105944
sb_128793,Taha Yassine Khenissi,taha yassine khenissi,,Tunisia,,,,,statsbomb,128793
sb_136296,Bechir Ben Said,bechir ben said,,Tunisia,,,,,statsbomb,136296
sb_163049,Bilel Ifa,bilel ifa,,Tunisia,,,,,statsbomb,163049
sb_2941,Ismaïla Sarr,ismaila sarr,,Senegal,,,,,statsbomb,2941
sb_3404,Youssouf Sabaly,youssouf sabaly,,Senegal,,,,,statsbomb,3404
sb_3436,Idrissa Gana Gueye,idrissa gana gueye,,Senegal,,,,,statsbomb,3436
sb_3675,Fodé Ballo Touré,fode ballo toure,,Senegal,,,,,statsbomb,3675
sb_3684,Cheikhou Kouyaté,cheikhou kouyate,,Senegal,,,,,statsbomb,3684
sb_4506,Nampalys Mendy,nampalys mendy,,Senegal,,,,,statsbomb,4506
sb_5675,Kalidou Koulibaly,kalidou koulibaly,,Senegal,,,,,statsbomb,5675
sb_7379,Edouard Mendy,edouard mendy,,Senegal,,,,,statsbomb,7379
sb_8553,Abdou Diallo,abdou diallo,,Senegal,,,,,statsbomb,8553
sb_8870,Alfred Benjamin Gomis,alfred benjamin gomis,,Senegal,,,,,statsbomb,8870
sb_10603,Mamadou Loum N''Diaye,mamadou loum n diaye,,Senegal,,,,,statsbomb,10603
sb_13314,Famara Diedhiou,famara diedhiou,,Senegal,,,,,statsbomb,13314
sb_15970,Pape Abou Cissé,pape abou cisse,,Senegal,,,,,statsbomb,15970
sb_17456,Timothy Dieng,timothy dieng,,Senegal,,,,,statsbomb,17456
sb_20611,Boulaye Dia,boulaye dia,,Senegal,,,,,statsbomb,20611
sb_20758,Krépin Diatta,krepin diatta,,Senegal,,,,,statsbomb,20758
sb_21026,Pape Gueye,pape gueye,,Senegal,,,,,statsbomb,21026
sb_31751,Pathé Ismaël Ciss,pathe ismael ciss,,Senegal,,,,,statsbomb,31751
sb_32915,Ismail Jakobs,ismail jakobs,,Senegal,,,,,statsbomb,32915
sb_34893,Moustapha Name,moustapha name,,Senegal,,,,,statsbomb,34893
sb_39595,Formose Mendy,formose mendy,,Senegal,,,,,statsbomb,39595
sb_50497,Nicolas Jackson,nicolas jackson,,Senegal,,,,,statsbomb,50497
sb_50498,Pape Matar Sarr,pape matar sarr,,Senegal,,,,,statsbomb,50498
sb_80484,Iliman Ndiaye,iliman ndiaye,,Senegal,,,,,statsbomb,80484
sb_88123,Cheikh Ahmadou Bamba Mbacke Dieng,cheikh ahmadou bamba mbacke dieng,,Senegal,,,,,statsbomb,88123
sb_312414,Moussa N''Diaye,moussa n diaye,,Senegal,,,,,statsbomb,312414
sb_12583,Carlos Armando Gruezo Arboleda,carlos armando gruezo arboleda,,Ecuador,,,,,statsbomb,12583
sb_12803,Romario Andrés Ibarra Mina,romario andres ibarra mina,,Ecuador,,,,,statsbomb,12803
sb_15486,Diego José Palacios Espinoza,diego jose palacios espinoza,,Ecuador,,,,,statsbomb,15486
sb_24085,Pervis Josué Estupiñán Tenorio,pervis josue estupinan tenorio,,Ecuador,,,,,statsbomb,24085
sb_25083,Xavier Ricardo Arreaga Bermello,xavier ricardo arreaga bermello,,Ecuador,,,,,statsbomb,25083
sb_25352,Robert Abel Arboleda Escobar,robert abel arboleda escobar,,Ecuador,,,,,statsbomb,25352
sb_28511,Ángel Israel Mena Delgado,angel israel mena delgado,,Ecuador,,,,,statsbomb,28511
sb_28559,Enner Remberto Valencia Lastra,enner remberto valencia lastra,,Ecuador,,,,,statsbomb,28559
sb_30111,Felix Eduardo Torres Caicedo,felix eduardo torres caicedo,,Ecuador,,,,,statsbomb,30111
sb_31152,Gonzalo Jordy Plata Jiménez,gonzalo jordy plata jimenez,,Ecuador,,,,,statsbomb,31152
sb_32677,Alexander Domínguez Carabalí,alexander dominguez carabali,,Ecuador,,,,,statsbomb,32677
sb_34194,Eduar Ayrton Preciado García,eduar ayrton preciado garcia,,Ecuador,,,,,statsbomb,34194
sb_34396,Michael Steveen Estrada Martínez,michael steveen estrada martinez,,Ecuador,,,,,statsbomb,34396
sb_36148,José Adoni Cifuentes Charcopa,jose adoni cifuentes charcopa,,Ecuador,,,,,statsbomb,36148
sb_37522,Hernán Ismael Galíndez,hernan ismael galindez,,Ecuador,,,,,statsbomb,37522
sb_37726,Moisés Isaac Caicedo Corozo,moises isaac caicedo corozo,,Ecuador,,,,,statsbomb,37726
sb_37737,Angelo Smit Preciado Quiñónez,angelo smit preciado quinonez,,Ecuador,,,,,statsbomb,37737
sb_37742,Wellington Moisés Ramírez Preciado,wellington moises ramirez preciado,,Ecuador,,,,,statsbomb,37742
sb_37945,Alan Steven Franco Palma,alan steven franco palma,,Ecuador,,,,,statsbomb,37945
sb_38004,Piero Martín Hincapié Reyna,piero martin hincapie reyna,,Ecuador,,,,,statsbomb,38004
sb_40211,Jeremy Leonel Sarmiento Morante,jeremy leonel sarmiento morante,,Ecuador,,,,,statsbomb,40211
sb_41593,William Joel Pacho Tenorio,william joel pacho tenorio,,Ecuador,,,,,statsbomb,41593
sb_51969,Jackson Gabriel Porozo Vernaza,jackson gabriel porozo vernaza,,Ecuador,,,,,statsbomb,51969
sb_91090,Djorkaeff Neicer Reasco González,djorkaeff neicer reasco gonzalez,,Ecuador,,,,,statsbomb,91090
sb_348757,Kevin José Rodríguez Cortez,kevin jose rodriguez cortez,,Ecuador,,,,,statsbomb,348757
sb_2988,Memphis Depay,memphis depay,,Netherlands,,,,,statsbomb,2988
sb_3264,Vincent Janssen,vincent janssen,,Netherlands,,,,,statsbomb,3264
sb_3306,Nathan Aké,nathan ake,,Netherlands,,,,,statsbomb,3306
sb_3311,Daley Blind,daley blind,,Netherlands,,,,,statsbomb,3311
sb_3669,Virgil van Dijk,virgil van dijk,,Netherlands,,,,,statsbomb,3669
sb_4318,Davy Klaassen,davy klaassen,,Netherlands,,,,,statsbomb,4318
sb_6994,Marten de Roon,marten de roon,,Netherlands,,,,,statsbomb,6994
sb_7745,Steven Berghuis,steven berghuis,,Netherlands,,,,,statsbomb,7745
sb_7787,Stefan de Vrij,stefan de vrij,,Netherlands,,,,,statsbomb,7787
sb_7829,Wout Weghorst,wout weghorst,,Netherlands,,,,,statsbomb,7829
sb_7838,Remko Pasveer,remko pasveer,,Netherlands,,,,,statsbomb,7838
sb_7891,Teun Koopmeiners,teun koopmeiners,,Netherlands,,,,,statsbomb,7891
sb_8069,Matthijs de Ligt,matthijs de ligt,,Netherlands,,,,,statsbomb,8069
sb_8118,Frenkie de Jong,frenkie de jong,,Netherlands,,,,,statsbomb,8118
sb_8124,Tyrell Malacia,tyrell malacia,,Netherlands,,,,,statsbomb,8124
sb_8125,Denzel Dumfries,denzel dumfries,,Netherlands,,,,,statsbomb,8125
sb_8259,Steven Bergwijn,steven bergwijn,,Netherlands,,,,,statsbomb,8259
sb_8326,Andries Noppert,andries noppert,,Netherlands,,,,,statsbomb,8326
sb_16185,Justin Bijlow,justin bijlow,,Netherlands,,,,,statsbomb,16185
sb_20033,Luuk de Jong,luuk de jong,,Netherlands,,,,,statsbomb,20033
sb_20750,Cody Mathès Gakpo,cody mathes gakpo,,Netherlands,,,,,statsbomb,20750
sb_21547,Noa Lang,noa lang,,Netherlands,,,,,statsbomb,21547
sb_21809,Jurriën David Norman Timber,jurrien david norman timber,,Netherlands,,,,,statsbomb,21809
sb_21879,Kenneth Taylor,kenneth taylor,,Netherlands,,,,,statsbomb,21879
sb_32712,Jeremie Frimpong,jeremie frimpong,,Netherlands,,,,,statsbomb,32712
sb_39167,Xavi Simons,xavi simons,,Netherlands,,,,,statsbomb,39167
sb_3083,Heung-Min Son,heung-min son,,Korea (South),,,,,statsbomb,3083
sb_3135,Chang-Hoon Kwon,chang-hoon kwon,,Korea (South),,,,,statsbomb,3135
sb_5604,Young-Gwon Kim,young-gwon kim,,Korea (South),,,,,statsbomb,5604
sb_5618,Woo-Young Jung,woo-young jung,,Korea (South),,,,,statsbomb,5618
sb_5619,Hyeon-Woo Jo,hyeon-woo jo,,Korea (South),,,,,statsbomb,5619
sb_5620,Hee-Chan Hwang,hee-chan hwang,,Korea (South),,,,,statsbomb,5620
sb_5623,Jae-Sung Lee,jae-sung lee,,Korea (South),,,,,statsbomb,5623
sb_5986,Chul Hong,chul hong,,Korea (South),,,,,statsbomb,5986
sb_22067,Woo-Yeong Jeong,woo-yeong jeong,,Korea (South),,,,,statsbomb,22067
sb_22740,Kang-In Lee,kang-in lee,,Korea (South),,,,,statsbomb,22740
sb_23264,Seung-Ho Paik,seung-ho paik,,Korea (South),,,,,statsbomb,23264
sb_23763,In-Beom Hwang,in-beom hwang,,Korea (South),,,,,statsbomb,23763
sb_29966,Ui-Jo Hwang,ui-jo hwang,,Korea (South),,,,,statsbomb,29966
sb_37641,Seung-Gyu Kim,seung-gyu kim,,Korea (South),,,,,statsbomb,37641
sb_40538,Jin-Su Kim,jin-su kim,,Korea (South),,,,,statsbomb,40538
sb_40542,Gue-Sung Cho,gue-sung cho,,Korea (South),,,,,statsbomb,40542
sb_40550,Bum-Keun Song,bum-keun song,,Korea (South),,,,,statsbomb,40550
sb_40558,Jun-Ho Son,jun-ho son,,Korea (South),,,,,statsbomb,40558
sb_40564,Kyung-Won Kwon,kyung-won kwon,,Korea (South),,,,,statsbomb,40564
sb_40578,Tae-Hwan Kim,tae-hwan kim,,Korea (South),,,,,statsbomb,40578
sb_40664,Min-Kyu Song,min-kyu song,,Korea (South),,,,,statsbomb,40664
sb_40672,Moon-Hwan Kim,moon-hwan kim,,Korea (South),,,,,statsbomb,40672
sb_41495,Jong-Gyu Yoon,jong-gyu yoon,,Korea (South),,,,,statsbomb,41495
sb_41711,Sang-Ho Na,sang-ho na,,Korea (South),,,,,statsbomb,41711
sb_43565,Min Jae Kim,min jae kim,,Korea (South),,,,,statsbomb,43565
sb_99479,Yu-Min Cho,yu-min cho,,Korea (South),,,,,statsbomb,99479
sb_4319,Edinson Roberto Cavani Gómez,edinson roberto cavani gomez,,Uruguay,,,,,statsbomb,4319
sb_5246,Luis Alberto Suárez Díaz,luis alberto suarez diaz,,Uruguay,,,,,statsbomb,5246
sb_5248,José Martín Cáceres Silva,jose martin caceres silva,,Uruguay,,,,,statsbomb,5248
sb_5249,Diego Roberto Godín Leal,diego roberto godin leal,,Uruguay,,,,,statsbomb,5249
sb_5255,Matías Vecino Falero,matias vecino falero,,Uruguay,,,,,statsbomb,5255
sb_5258,Giorgian Daniel De Arrascaeta Benedetti,giorgian daniel de arrascaeta benedetti,,Uruguay,,,,,statsbomb,5258
sb_5259,José María Giménez de Vargas,jose maria gimenez de vargas,,Uruguay,,,,,statsbomb,5259
sb_5260,Rodrigo Bentancur Colmán,rodrigo bentancur colman,,Uruguay,,,,,statsbomb,5260
sb_5264,Guillermo Varela Olivera,guillermo varela olivera,,Uruguay,,,,,statsbomb,5264
sb_5266,Lucas Torreira Di Pascua,lucas torreira di pascua,,Uruguay,,,,,statsbomb,5266
sb_5267,Néstor Fernando Muslera Micol,nestor fernando muslera micol,,Uruguay,,,,,statsbomb,5267
sb_6297,Maximiliano Gómez González,maximiliano gomez gonzalez,,Uruguay,,,,,statsbomb,6297
sb_6300,Sebastián Coates Nión,sebastian coates nion,,Uruguay,,,,,statsbomb,6300
sb_6773,Federico Santiago Valverde Dipetta,federico santiago valverde dipetta,,Uruguay,,,,,statsbomb,6773
sb_7104,Mathías Olivera Miramontes,mathias olivera miramontes,,Uruguay,,,,,statsbomb,7104
sb_26323,Carlos Sebastián Sosa Silva,carlos sebastian sosa silva,,Uruguay,,,,,statsbomb,26323
sb_28729,Diego Nicolás De La Cruz Arcosa,diego nicolas de la cruz arcosa,,Uruguay,,,,,statsbomb,28729
sb_32478,Darwin Gabriel Núñez Ribeiro,darwin gabriel nunez ribeiro,,Uruguay,,,,,statsbomb,32478
sb_33099,José Luis Rodríguez Bebanz,jose luis rodriguez bebanz,,Uruguay,,,,,statsbomb,33099
