player_id,name,name_normalized,birth_date,nationality,position,foot,height_cm,weight_kg,source,source_id
fbref_mathew-ryan__arsenal,Mathew Ryan,mathew ryan,,AUS,GK,,,,fbref,mathew-ryan__arsenal
fbref_runar-alex-runarsson__arsenal,Rúnar Alex Rúnarsson,runar alex runarsson,,ISL,GK,,,,fbref,runar-alex-runarsson__arsenal
fbref_emiliano-martinez__aston-villa,Emiliano Martínez,emiliano martinez,,ARG,GK,,,,fbref,emiliano-martinez__aston-villa
fbref_mathew-ryan__brighton,Mathew Ryan,mathew ryan,,AUS,GK,,,,fbref,mathew-ryan__brighton
fbref_robert-sanchez__brighton,Robert Sánchez,robert sanchez,,ESP,GK,,,,fbref,robert-sanchez__brighton
fbref_bailey-peacock-farrell__burnley,Bailey Peacock-Farrell,bailey peacock-farrell,,NIR,GK,,,,fbref,bailey-peacock-farrell__burnley
fbref_nick-pope__burnley,Nick Pope,nick pope,,ENG,GK,,,,fbref,nick-pope__burnley
fbref_will-norris__burnley,Will Norris,will norris,,ENG,GK,,,,fbref,will-norris__burnley
fbref_edouard-mendy__chelsea,Edouard Mendy,edouard mendy,,SEN,GK,,,,fbref,edouard-mendy__chelsea
fbref_kepa-arrizabalaga__chelsea,Kepa Arrizabalaga,kepa arrizabalaga,,ESP,GK,,,,fbref,kepa-arrizabalaga__chelsea
fbref_willy-caballero__chelsea,Willy Caballero,willy caballero,,ARG,GK,,,,fbref,willy-caballero__chelsea
fbref_jack-butland__crystal-palace,Jack Butland,jack butland,,ENG,GK,,,,fbref,jack-butland__crystal-palace
fbref_vicente-guaita__crystal-palace,Vicente Guaita,vicente guaita,,ESP,GK,,,,fbref,vicente-guaita__crystal-palace
fbref_jordan-pickford__everton,Jordan Pickford,jordan pickford,,ENG,GK,,,,fbref,jordan-pickford__everton
fbref_joao-virginia__everton,João Virgínia,joao virginia,,POR,GK,,,,fbref,joao-virginia__everton
fbref_robin-olsen__everton,Robin Olsen,robin olsen,,SWE,GK,,,,fbref,robin-olsen__everton
fbref_alphonse-areola__fulham,Alphonse Areola,alphonse areola,,FRA,GK,,,,fbref,alphonse-areola__fulham
fbref_marek-rodak__fulham,Marek Rodák,marek rodak,,SVK,GK,,,,fbref,marek-rodak__fulham
fbref_illan-meslier__leeds-united,Illan Meslier,illan meslier,,FRA,GK,,,,fbref,illan-meslier__leeds-united
fbref_kiko-casilla__leeds-united,Kiko Casilla,kiko casilla,,ESP,GK,,,,fbref,kiko-casilla__leeds-united
fbref_kasper-schmeichel__leicester-city,Kasper Schmeichel,kasper schmeichel,,DEN,GK,,,,fbref,kasper-schmeichel__leicester-city
fbref_adrian__liverpool,Adrián,adrian,,ESP,GK,,,,fbref,adrian__liverpool
fbref_alisson__liverpool,Alisson,alisson,,BRA,GK,,,,fbref,alisson__liverpool
fbref_caoimhin-kelleher__liverpool,Caoimhín Kelleher,caoimhin kelleher,,IRL,GK,,,,fbref,caoimhin-kelleher__liverpool
fbref_ederson__manchester-city,Ederson,ederson,,BRA,GK,,,,fbref,ederson__manchester-city
fbref_scott-carson__manchester-city,Scott Carson,scott carson,,ENG,GK,,,,fbref,scott-carson__manchester-city
fbref_zack-steffen__manchester-city,Zack Steffen,zack steffen,,USA,GK,,,,fbref,zack-steffen__manchester-city
fbref_david-de-gea__manchester-utd,David de Gea,david de gea,,ESP,GK,,,,fbref,david-de-gea__manchester-utd
fbref_dean-henderson__manchester-utd,Dean Henderson,dean henderson,,ENG,GK,,,,fbref,dean-henderson__manchester-utd
fbref_karl-darlow__newcastle-united,Karl Darlow,karl darlow,,WAL,GK,,,,fbref,karl-darlow__newcastle-united
fbref_martin-dubravka__newcastle-united,Martin Dúbravka,martin dubravka,,SVK,GK,,,,fbref,martin-dubravka__newcastle-united
fbref_aaron-ramsdale__sheffield-united,Aaron Ramsdale,aaron ramsdale,,ENG,GK,,,,fbref,aaron-ramsdale__sheffield-united
fbref_alex-mccarthy__southampton,Alex McCarthy,alex mccarthy,,ENG,GK,,,,fbref,alex-mccarthy__southampton
fbref_fraser-forster__southampton,Fraser Forster,fraser forster,,ENG,GK,,,,fbref,fraser-forster__southampton
fbref_hugo-lloris__tottenham-hotspur,Hugo Lloris,hugo lloris,,FRA,GK,,,,fbref,hugo-lloris__tottenham-hotspur
fbref_david-button__west-brom,David Button,david button,,ENG,GK,,,,fbref,david-button__west-brom
fbref_sam-johnstone__west-brom,Sam Johnstone,sam johnstone,,ENG,GK,,,,fbref,sam-johnstone__west-brom
fbref_darren-randolph__west-ham-united,Darren Randolph,darren randolph,,IRL,GK,,,,fbref,darren-randolph__west-ham-united
fbref_lukasz-fabianski__west-ham-united,Łukasz Fabiański,lukasz fabianski,,POL,GK,,,,fbref,lukasz-fabianski__west-ham-united
fbref_john-ruddy__wolves,John Ruddy,john ruddy,,ENG,GK,,,,fbref,john-ruddy__wolves
fbref_rui-patricio__wolves,Rui Patrício,rui patricio,,POR,GK,,,,fbref,rui-patricio__wolves
fbref_antonio-sivera__alaves,Antonio Sivera,antonio sivera,,ESP,GK,,,,fbref,antonio-sivera__alaves
fbref_fernando-pacheco__alaves,Fernando Pacheco,fernando pacheco,,ESP,GK,,,,fbref,fernando-pacheco__alaves
fbref_jokin-ezkieta__athletic-club,Jokin Ezkieta,jokin ezkieta,,ESP,GK,,,,fbref,jokin-ezkieta__athletic-club
fbref_unai-simon__athletic-club,Unai Simón,unai simon,,ESP,GK,,,,fbref,unai-simon__athletic-club
fbref_jan-oblak__atletico-madrid,Jan Oblak,jan oblak,,SVN,GK,,,,fbref,jan-oblak__atletico-madrid
fbref_marc-andre-ter-stegen__barcelona,Marc-André ter Stegen,marc-andre ter stegen,,GER,GK,,,,fbref,marc-andre-ter-stegen__barcelona
fbref_neto__barcelona,Neto,neto,,BRA,GK,,,,fbref,neto__barcelona
fbref_ivan-villar__celta-vigo,Iván Villar,ivan villar,,ESP,GK,,,,fbref,ivan-villar__celta-vigo
fbref_ruben-blanco__celta-vigo,Rubén Blanco,ruben blanco,,ESP,GK,,,,fbref,ruben-blanco__celta-vigo
fbref_alberto-cifuentes__cadiz,Alberto Cifuentes,alberto cifuentes,,ESP,GK,,,,fbref,alberto-cifuentes__cadiz
fbref_david-gil__cadiz,David Gil,david gil,,ESP,GK,,,,fbref,david-gil__cadiz
fbref_jeremias-ledesma__cadiz,Jeremías Ledesma,jeremias ledesma,,ARG,GK,,,,fbref,jeremias-ledesma__cadiz
fbref_marko-dmitrovic__eibar,Marko Dmitrović,marko dmitrovic,,SRB,GK,,,,fbref,marko-dmitrovic__eibar
fbref_yoel__eibar,Yoel,yoel,,ESP,GK,,,,fbref,yoel__eibar
fbref_paulo-gazzaniga__elche,Paulo Gazzaniga,paulo gazzaniga,,ARG,GK,,,,fbref,paulo-gazzaniga__elche
fbref_edgar-badia__elche,Édgar Badía,edgar badia,,ESP,GK,,,,fbref,edgar-badia__elche
fbref_david-soria__getafe,David Soria,david soria,,ESP,GK,,,,fbref,david-soria__getafe
fbref_ruben-yanez__getafe,Rubén Yáñez,ruben yanez,,ESP,GK,,,,fbref,ruben-yanez__getafe
fbref_aaron-escandell__granada,Aarón Escandell,aaron escandell,,ESP,GK,,,,fbref,aaron-escandell__granada
fbref_rui-silva__granada,Rui Silva,rui silva,,POR,GK,,,,fbref,rui-silva__granada
fbref_angel__granada,Ángel,angel,,ESP,GK,,,,fbref,angel__granada
fbref_andres-fernandez__huesca,Andrés Fernández,andres fernandez,,ESP,GK,,,,fbref,andres-fernandez__huesca
fbref_alvaro-fernandez__huesca,Álvaro Fernández,alvaro fernandez,,ESP,GK,,,,fbref,alvaro-fernandez__huesca
fbref_aitor-fernandez__levante,Aitor Fernández,aitor fernandez,,ESP,GK,,,,fbref,aitor-fernandez__levante
fbref_dani-cardenas__levante,Dani Cárdenas,dani cardenas,,ESP,GK,,,,fbref,dani-cardenas__levante
fbref_koke-vegas__levante,Koke Vegas,koke vegas,,ESP,GK,,,,fbref,koke-vegas__levante
fbref_juan-perez__osasuna,Juan Pérez,juan perez,,ESP,GK,,,,fbref,juan-perez__osasuna
fbref_ruben__osasuna,Rubén,ruben,,ESP,GK,,,,fbref,ruben__osasuna
fbref_sergio-herrera__osasuna,Sergio Herrera,sergio herrera,,ESP,GK,,,,fbref,sergio-herrera__osasuna
fbref_claudio-bravo__real-betis,Claudio Bravo,claudio bravo,,CHI,GK,,,,fbref,claudio-bravo__real-betis
fbref_joel-robles__real-betis,Joel Robles,joel robles,,ESP,GK,,,,fbref,joel-robles__real-betis
fbref_thibaut-courtois__real-madrid,Thibaut Courtois,thibaut courtois,,BEL,GK,,,,fbref,thibaut-courtois__real-madrid
fbref_alex-remiro__real-sociedad,Álex Remiro,alex remiro,,ESP,GK,,,,fbref,alex-remiro__real-sociedad
fbref_tomas-vaclik__sevilla,Tomáš Vaclík,tomas vaclik,,CZE,GK,,,,fbref,tomas-vaclik__sevilla
fbref_yassine-bounou__sevilla,Yassine Bounou,yassine bounou,,MAR,GK,,,,fbref,yassine-bounou__sevilla
fbref_jasper-cillessen__valencia,Jasper Cillessen,jasper cillessen,,NED,GK,,,,fbref,jasper-cillessen__valencia
fbref_jaume-domenech__valencia,Jaume Doménech,jaume domenech,,ESP,GK,,,,fbref,jaume-domenech__valencia
fbref_jordi-masip__valladolid,Jordi Masip,jordi masip,,ESP,GK,,,,fbref,jordi-masip__valladolid
fbref_roberto__valladolid,Roberto,roberto,,ESP,GK,,,,fbref,roberto__valladolid
fbref_geronimo-rulli__villarreal,Gerónimo Rulli,geronimo rulli,,ARG,GK,,,,fbref,geronimo-rulli__villarreal
fbref_sergio-asenjo__villarreal,Sergio Asenjo,sergio asenjo,,ESP,GK,,,,fbref,sergio-asenjo__villarreal
fbref_paul-bernardoni__angers,Paul Bernardoni,paul bernardoni,,FRA,GK,,,,fbref,paul-bernardoni__angers
fbref_benoit-costil__bordeaux,Benoît Costil,benoit costil,,FRA,GK,,,,fbref,benoit-costil__bordeaux
fbref_gautier-larsonneur__brest,Gautier Larsonneur,gautier larsonneur,,FRA,GK,,,,fbref,gautier-larsonneur__brest
fbref_sebastien-cibois__brest,Sébastien Cibois,sebastien cibois,,FRA,GK,,,,fbref,sebastien-cibois__brest
fbref_alfred-gomis__dijon,Alfred Gomis,alfred gomis,,SEN,GK,,,,fbref,alfred-gomis__dijon
fbref_anthony-racioppi__dijon,Anthony Racioppi,anthony racioppi,,SUI,GK,,,,fbref,anthony-racioppi__dijon
fbref_saturnin-allagbe__dijon,Saturnin Allagbé,saturnin allagbe,,BEN,GK,,,,fbref,saturnin-allagbe__dijon
fbref_jean-louis-leca__lens,Jean-Louis Leca,jean-louis leca,,FRA,GK,,,,fbref,jean-louis-leca__lens
fbref_wuilker-farinez__lens,Wuilker Faríñez,wuilker farinez,,VEN,GK,,,,fbref,wuilker-farinez__lens
fbref_mike-maignan__lille,Mike Maignan,mike maignan,,FRA,GK,,,,fbref,mike-maignan__lille
fbref_matthieu-dreyer__lorient,Matthieu Dreyer,matthieu dreyer,,FRA,GK,,,,fbref,matthieu-dreyer__lorient
fbref_paul-nardi__lorient,Paul Nardi,paul nardi,,FRA,GK,,,,fbref,paul-nardi__lorient
fbref_anthony-lopes__lyon,Anthony Lopes,anthony lopes,,POR,GK,,,,fbref,anthony-lopes__lyon
fbref_steve-mandanda__marseille,Steve Mandanda,steve mandanda,,FRA,GK,,,,fbref,steve-mandanda__marseille
fbref_yohann-pele__marseille,Yohann Pelé,yohann pele,,FRA,GK,,,,fbref,yohann-pele__marseille
fbref_alexandre-oukidja__metz,Alexandre Oukidja,alexandre oukidja,,ALG,GK,,,,fbref,alexandre-oukidja__metz
fbref_marc-aurele-caillard__metz,Marc-Aurèle Caillard,marc-aurele caillard,,FRA,GK,,,,fbref,marc-aurele-caillard__metz
fbref_benjamin-lecomte__monaco,Benjamin Lecomte,benjamin lecomte,,FRA,GK,,,,fbref,benjamin-lecomte__monaco
fbref_radoslaw-majecki__monaco,Radosław Majecki,radoslaw majecki,,POL,GK,,,,fbref,radoslaw-majecki__monaco
fbref_vito-mannone__monaco,Vito Mannone,vito mannone,,ITA,GK,,,,fbref,vito-mannone__monaco
fbref_dimitry-bertaud__montpellier,Dimitry Bertaud,dimitry bertaud,,COD,GK,,,,fbref,dimitry-bertaud__montpellier
fbref_jonas-omlin__montpellier,Jonas Omlin,jonas omlin,,SUI,GK,,,,fbref,jonas-omlin__montpellier
fbref_alban-lafont__nantes,Alban Lafont,alban lafont,,CIV,GK,,,,fbref,alban-lafont__nantes
fbref_walter-benitez__nice,Walter Benítez,walter benitez,,ARG,GK,,,,fbref,walter-benitez__nice
fbref_baptiste-reynet__nimes,Baptiste Reynet,baptiste reynet,,FRA,GK,,,,fbref,baptiste-reynet__nimes
fbref_keylor-navas__paris-saint-germain,Keylor Navas,keylor navas,,CRC,GK,,,,fbref,keylor-navas__paris-saint-germain
fbref_marcin-bulka__paris-saint-germain,Marcin Bułka,marcin bulka,,POL,GK,,,,fbref,marcin-bulka__paris-saint-germain
fbref_sergio-rico__paris-saint-germain,Sergio Rico,sergio rico,,ESP,GK,,,,fbref,sergio-rico__paris-saint-germain
fbref_predrag-rajkovic__reims,Predrag Rajković,predrag rajkovic,,SRB,GK,,,,fbref,predrag-rajkovic__reims
fbref_yehvann-diouf__reims,Yehvann Diouf,yehvann diouf,,SEN,GK,,,,fbref,yehvann-diouf__reims
fbref_alfred-gomis__rennes,Alfred Gomis,alfred gomis,,SEN,GK,,,,fbref,alfred-gomis__rennes
fbref_edouard-mendy__rennes,Edouard Mendy,edouard mendy,,SEN,GK,,,,fbref,edouard-mendy__rennes
fbref_romain-salin__rennes,Romain Salin,romain salin,,FRA,GK,,,,fbref,romain-salin__rennes
fbref_etienne-green__saint-etienne,Etienne Green,etienne green,,ENG,GK,,,,fbref,etienne-green__saint-etienne
fbref_jessy-moulin__saint-etienne,Jessy Moulin,jessy moulin,,FRA,GK,,,,fbref,jessy-moulin__saint-etienne
fbref_stefan-bajic__saint-etienne,Stefan Bajic,stefan bajic,,FRA,GK,,,,fbref,stefan-bajic__saint-etienne
fbref_bingourou-kamara__strasbourg,Bingourou Kamara,bingourou kamara,,SEN,GK,,,,fbref,bingourou-kamara__strasbourg
fbref_eiji-kawashima__strasbourg,Eiji Kawashima,eiji kawashima,,JPN,GK,,,,fbref,eiji-kawashima__strasbourg
fbref_matz-sels__strasbourg,Matz Sels,matz sels,,BEL,GK,,,,fbref,matz-sels__strasbourg
fbref_marco-sportiello__atalanta,Marco Sportiello,marco sportiello,,ITA,GK,,,,fbref,marco-sportiello__atalanta
fbref_pierluigi-gollini__atalanta,Pierluigi Gollini,pierluigi gollini,,ITA,GK,,,,fbref,pierluigi-gollini__atalanta
fbref_lorenzo-montipo__benevento,Lorenzo Montipò,lorenzo montipo,,ITA,GK,,,,fbref,lorenzo-montipo__benevento
fbref_niccolo-manfredini__benevento,Niccolò Manfredini,niccolo manfredini,,ITA,GK,,,,fbref,niccolo-manfredini__benevento
fbref_angelo-da-costa-junior__bologna,Angelo da Costa Júnior,angelo da costa junior,,BRA,GK,,,,fbref,angelo-da-costa-junior__bologna
fbref_federico-ravaglia__bologna,Federico Ravaglia,federico ravaglia,,ITA,GK,,,,fbref,federico-ravaglia__bologna
fbref_lukasz-skorupski__bologna,Łukasz Skorupski,lukasz skorupski,,POL,GK,,,,fbref,lukasz-skorupski__bologna
fbref_alessio-cragno__cagliari,Alessio Cragno,alessio cragno,,ITA,GK,,,,fbref,alessio-cragno__cagliari
fbref_guglielmo-vicario__cagliari,Guglielmo Vicario,guglielmo vicario,,ITA,GK,,,,fbref,guglielmo-vicario__cagliari
fbref_alex-cordaz__crotone,Alex Cordaz,alex cordaz,,ITA,GK,,,,fbref,alex-cordaz__crotone
fbref_gian-crespi__crotone,Gian Crespi,gian crespi,,ITA,GK,,,,fbref,gian-crespi__crotone
fbref_marco-festa__crotone,Marco Festa,marco festa,,ITA,GK,,,,fbref,marco-festa__crotone
fbref_bartlomiej-dragowski__fiorentina,Bartłomiej Drągowski,bartlomiej dragowski,,POL,GK,,,,fbref,bartlomiej-dragowski__fiorentina
fbref_pietro-terracciano__fiorentina,Pietro Terracciano,pietro terracciano,,ITA,GK,,,,fbref,pietro-terracciano__fiorentina
fbref_alberto-paleari__genoa,Alberto Paleari,alberto paleari,,ITA,GK,,,,fbref,alberto-paleari__genoa
fbref_federico-marchetti__genoa,Federico Marchetti,federico marchetti,,ITA,GK,,,,fbref,federico-marchetti__genoa
fbref_mattia-perin__genoa,Mattia Perin,mattia perin,,ITA,GK,,,,fbref,mattia-perin__genoa
fbref_alessandro-berardi__hellas-verona,Alessandro Berardi,alessandro berardi,,ITA,GK,,,,fbref,alessandro-berardi__hellas-verona
fbref_ivor-pandur__hellas-verona,Ivor Pandur,ivor pandur,,CRO,GK,,,,fbref,ivor-pandur__hellas-verona
fbref_marco-silvestri__hellas-verona,Marco Silvestri,marco silvestri,,ITA,GK,,,,fbref,marco-silvestri__hellas-verona
fbref_daniele-padelli__inter,Daniele Padelli,daniele padelli,,ITA,GK,,,,fbref,daniele-padelli__inter
fbref_ionut-radu__inter,Ionuț Radu,ionut radu,,ROU,GK,,,,fbref,ionut-radu__inter
fbref_samir-handanovic__inter,Samir Handanović,samir handanovic,,SVN,GK,,,,fbref,samir-handanovic__inter
fbref_carlo-pinsoglio__juventus,Carlo Pinsoglio,carlo pinsoglio,,ITA,GK,,,,fbref,carlo-pinsoglio__juventus
fbref_gianluigi-buffon__juventus,Gianluigi Buffon,gianluigi buffon,,ITA,GK,,,,fbref,gianluigi-buffon__juventus
fbref_wojciech-szczesny__juventus,Wojciech Szczęsny,wojciech szczesny,,POL,GK,,,,fbref,wojciech-szczesny__juventus
fbref_pepe-reina__lazio,Pepe Reina,pepe reina,,ESP,GK,,,,fbref,pepe-reina__lazio
fbref_thomas-strakosha__lazio,Thomas Strakosha,thomas strakosha,,ALB,GK,,,,fbref,thomas-strakosha__lazio
fbref_ciprian-tatarusanu__milan,Ciprian Tătărușanu,ciprian tatarusanu,,ROU,GK,,,,fbref,ciprian-tatarusanu__milan
fbref_gianluigi-donnarumma__milan,Gianluigi Donnarumma,gianluigi donnarumma,,ITA,GK,,,,fbref,gianluigi-donnarumma__milan
fbref_alex-meret__napoli,Alex Meret,alex meret,,ITA,GK,,,,fbref,alex-meret__napoli
fbref_david-ospina__napoli,David Ospina,david ospina,,COL,GK,,,,fbref,david-ospina__napoli
fbref_luigi-sepe__parma,Luigi Sepe,luigi sepe,,ITA,GK,,,,fbref,luigi-sepe__parma
fbref_simone-colombi__parma,Simone Colombi,simone colombi,,ITA,GK,,,,fbref,simone-colombi__parma
fbref_antonio-mirante__roma,Antonio Mirante,antonio mirante,,ITA,GK,,,,fbref,antonio-mirante__roma
fbref_daniel-fuzato__roma,Daniel Fuzato,daniel fuzato,,BRA,GK,,,,fbref,daniel-fuzato__roma
fbref_pau-lopez__roma,Pau López,pau lopez,,ESP,GK,,,,fbref,pau-lopez__roma
fbref_emil-audero__sampdoria,Emil Audero,emil audero,,IDN,GK,,,,fbref,emil-audero__sampdoria
fbref_karlo-letica__sampdoria,Karlo Letica,karlo letica,,CRO,GK,,,,fbref,karlo-letica__sampdoria
fbref_andrea-consigli__sassuolo,Andrea Consigli,andrea consigli,,ITA,GK,,,,fbref,andrea-consigli__sassuolo
fbref_gianluca-pegolo__sassuolo,Gianluca Pegolo,gianluca pegolo,,ITA,GK,,,,fbref,gianluca-pegolo__sassuolo
fbref_ivan-provedel__spezia,Ivan Provedel,ivan provedel,,ITA,GK,,,,fbref,ivan-provedel__spezia
fbref_jeroen-zoet__spezia,Jeroen Zoet,jeroen zoet,,NED,GK,,,,fbref,jeroen-zoet__spezia
fbref_rafael__spezia,Rafael,rafael,,BRA,GK,,,,fbref,rafael__spezia
fbref_salvatore-sirigu__torino,Salvatore Sirigu,salvatore sirigu,,ITA,GK,,,,fbref,salvatore-sirigu__torino
fbref_samir-ujkani__torino,Samir Ujkani,samir ujkani,,KVX,GK,,,,fbref,samir-ujkani__torino
fbref_vanja-milinkovic-savic__torino,Vanja Milinković-Savić,vanja milinkovic-savic,,SRB,GK,,,,fbref,vanja-milinkovic-savic__torino
fbref_juan-musso__udinese,Juan Musso,juan musso,,ARG,GK,,,,fbref,juan-musso__udinese
fbref_manuel-gasparini__udinese,Manuel Gasparini,manuel gasparini,,ITA,GK,,,,fbref,manuel-gasparini__udinese
fbref_nicolas-andrade__udinese,Nícolas Andrade,nicolas andrade,,BRA,GK,,,,fbref,nicolas-andrade__udinese
fbref_simone-scuffet__udinese,Simone Scuffet,simone scuffet,,ITA,GK,,,,fbref,simone-scuffet__udinese
fbref_stefan-ortega__arminia,Stefan Ortega,stefan ortega,,GER,GK,,,,fbref,stefan-ortega__arminia
fbref_rafal-gikiewicz__augsburg,Rafał Gikiewicz,rafal gikiewicz,,POL,GK,,,,fbref,rafal-gikiewicz__augsburg
fbref_alexander-nubel__bayern-munich,Alexander Nübel,alexander nubel,,GER,GK,,,,fbref,alexander-nubel__bayern-munich
fbref_manuel-neuer__bayern-munich,Manuel Neuer,manuel neuer,,GER,GK,,,,fbref,manuel-neuer__bayern-munich
fbref_marwin-hitz__dortmund,Marwin Hitz,marwin hitz,,SUI,GK,,,,fbref,marwin-hitz__dortmund
fbref_roman-burki__dortmund,Roman Bürki,roman burki,,SUI,GK,,,,fbref,roman-burki__dortmund
fbref_elias-bordner__eintracht-frankfurt,Elias Bördner,elias bordner,,GER,GK,,,,fbref,elias-bordner__eintracht-frankfurt
fbref_kevin-trapp__eintracht-frankfurt,Kevin Trapp,kevin trapp,,GER,GK,,,,fbref,kevin-trapp__eintracht-frankfurt
fbref_florian-muller__freiburg,Florian Müller,florian muller,,GER,GK,,,,fbref,florian-muller__freiburg
fbref_mark-flekken__freiburg,Mark Flekken,mark flekken,,NED,GK,,,,fbref,mark-flekken__freiburg
fbref_tobias-sippel__gladbach,Tobias Sippel,tobias sippel,,GER,GK,,,,fbref,tobias-sippel__gladbach
fbref_yann-sommer__gladbach,Yann Sommer,yann sommer,,SUI,GK,,,,fbref,yann-sommer__gladbach
fbref_alexander-schwolow__hertha-bsc,Alexander Schwolow,alexander schwolow,,GER,GK,,,,fbref,alexander-schwolow__hertha-bsc
fbref_rune-jarstein__hertha-bsc,Rune Jarstein,rune jarstein,,NOR,GK,,,,fbref,rune-jarstein__hertha-bsc
fbref_oliver-baumann__hoffenheim,Oliver Baumann,oliver baumann,,GER,GK,,,,fbref,oliver-baumann__hoffenheim
fbref_philipp-pentke__hoffenheim,Philipp Pentke,philipp pentke,,GER,GK,,,,fbref,philipp-pentke__hoffenheim
fbref_ron-robert-zieler__koln,Ron-Robert Zieler,ron-robert zieler,,GER,GK,,,,fbref,ron-robert-zieler__koln
fbref_timo-horn__koln,Timo Horn,timo horn,,GER,GK,,,,fbref,timo-horn__koln
fbref_lennart-grill__leverkusen,Lennart Grill,lennart grill,,GER,GK,,,,fbref,lennart-grill__leverkusen
fbref_lukas-hradecky__leverkusen,Lukáš Hrádecký,lukas hradecky,,FIN,GK,,,,fbref,lukas-hradecky__leverkusen
fbref_niklas-lomb__leverkusen,Niklas Lomb,niklas lomb,,GER,GK,,,,fbref,niklas-lomb__leverkusen
fbref_finn-dahmen__mainz-05,Finn Dahmen,finn dahmen,,GER,GK,,,,fbref,finn-dahmen__mainz-05
fbref_robin-zentner__mainz-05,Robin Zentner,robin zentner,,GER,GK,,,,fbref,robin-zentner__mainz-05
fbref_josep-martinez__rb-leipzig,Josep Martinez,josep martinez,,ESP,GK,,,,fbref,josep-martinez__rb-leipzig
fbref_peter-gulacsi__rb-leipzig,Péter Gulácsi,peter gulacsi,,HUN,GK,,,,fbref,peter-gulacsi__rb-leipzig
fbref_frederik-ronnow__schalke-04,Frederik Rønnow,frederik ronnow,,DEN,GK,,,,fbref,frederik-ronnow__schalke-04
fbref_michael-langer__schalke-04,Michael Langer,michael langer,,AUT,GK,,,,fbref,michael-langer__schalke-04
fbref_ralf-fahrmann__schalke-04,Ralf Fährmann,ralf fahrmann,,GER,GK,,,,fbref,ralf-fahrmann__schalke-04
fbref_fabian-bredlow__stuttgart,Fabian Bredlow,fabian bredlow,,GER,GK,,,,fbref,fabian-bredlow__stuttgart
fbref_gregor-kobel__stuttgart,Gregor Kobel,gregor kobel,,SUI,GK,,,,fbref,gregor-kobel__stuttgart
fbref_andreas-luthe__union-berlin,Andreas Luthe,andreas luthe,,GER,GK,,,,fbref,andreas-luthe__union-berlin
fbref_loris-karius__union-berlin,Loris Karius,loris karius,,GER,GK,,,,fbref,loris-karius__union-berlin
fbref_jiri-pavlenka__werder-bremen,Jiří Pavlenka,jiri pavlenka,,CZE,GK,,,,fbref,jiri-pavlenka__werder-bremen
fbref_koen-casteels__wolfsburg,Koen Casteels,koen casteels,,BEL,GK,,,,fbref,koen-casteels__wolfsburg
fbref_pavao-pervan__wolfsburg,Pavao Pervan,pavao pervan,,AUT,GK,,,,fbref,pavao-pervan__wolfsburg
fbref_aaron-ramsdale__arsenal,Aaron Ramsdale,aaron ramsdale,,ENG,GK,,,,fbref,aaron-ramsdale__arsenal
fbref_jed-steer__aston-villa,Jed Steer,jed steer,,ENG,GK,,,,fbref,jed-steer__aston-villa
fbref_robin-olsen__aston-villa,Robin Olsen,robin olsen,,SWE,GK,,,,fbref,robin-olsen__aston-villa
fbref_david-raya__brentford,David Raya,david raya,,ESP,GK,,,,fbref,david-raya__brentford
fbref_jonas-lossl__brentford,Jonas Lössl,jonas lossl,,DEN,GK,,,,fbref,jonas-lossl__brentford
fbref_alvaro-fernandez__brentford,Álvaro Fernández,alvaro fernandez,,ESP,GK,,,,fbref,alvaro-fernandez__brentford
fbref_jason-steele__brighton,Jason Steele,jason steele,,ENG,GK,,,,fbref,jason-steele__brighton
fbref_wayne-hennessey__burnley,Wayne Hennessey,wayne hennessey,,WAL,GK,,,,fbref,wayne-hennessey__burnley
fbref_asmir-begovic__everton,Asmir Begović,asmir begovic,,BIH,GK,,,,fbref,asmir-begovic__everton
fbref_kristoffer-klaesson__leeds-united,Kristoffer Klaesson,kristoffer klaesson,,NOR,GK,,,,fbref,kristoffer-klaesson__leeds-united
fbref_danny-ward__leicester-city,Danny Ward,danny ward,,WAL,GK,,,,fbref,danny-ward__leicester-city
fbref_freddie-woodman__newcastle-united,Freddie Woodman,freddie woodman,,ENG,GK,,,,fbref,freddie-woodman__newcastle-united
fbref_angus-gunn__norwich-city,Angus Gunn,angus gunn,,SCO,GK,,,,fbref,angus-gunn__norwich-city
fbref_tim-krul__norwich-city,Tim Krul,tim krul,,NED,GK,,,,fbref,tim-krul__norwich-city
fbref_willy-caballero__southampton,Willy Caballero,willy caballero,,ARG,GK,,,,fbref,willy-caballero__southampton
fbref_ben-foster__watford,Ben Foster,ben foster,,ENG,GK,,,,fbref,ben-foster__watford
fbref_daniel-bachmann__watford,Daniel Bachmann,daniel bachmann,,AUT,GK,,,,fbref,daniel-bachmann__watford
fbref_alphonse-areola__west-ham-united,Alphonse Areola,alphonse areola,,FRA,GK,,,,fbref,alphonse-areola__west-ham-united
fbref_jose-sa__wolves,José Sá,jose sa,,POR,GK,,,,fbref,jose-sa__wolves
fbref_jesus-owono__alaves,Jesús Owono,jesus owono,,EQG,GK,,,,fbref,jesus-owono__alaves
fbref_julen-agirrezabala__athletic-club,Julen Agirrezabala,julen agirrezabala,,ESP,GK,,,,fbref,julen-agirrezabala__athletic-club
fbref_matias-dituro__celta-vigo,Matías Dituro,matias dituro,,ARG,GK,,,,fbref,matias-dituro__celta-vigo
fbref_kiko-casilla__elche,Kiko Casilla,kiko casilla,,ESP,GK,,,,fbref,kiko-casilla__elche
